word,valence,arousal
uncrushed,0.611,-0.75
uncultivated,-0.667,-0.63
uncultured,-0.75,-0.524
uncurbed,-0.667,0.778
uncured,-0.667,-0.333
uncurious,-0.667,-0.963
uncurl,0.5,0.63
uncustomary,-0.333,0.0
uncut,-0.104,-0.156
undamaged,0.762,-1.0
undamaging,0.889,-1.0
undated,0.0,-0.519
undaunted,1.0,0.875
undauntedly,0.667,0.958
undead,-0.266,0.27
undeceived,0.63,0.0
undecided,-0.428,-0.134
undecidedly,-0.042,-0.333
undecipherable,-0.667,-0.917
undeclared,-0.333,-0.619
undecorated,-0.067,-0.75
undedicated,-0.667,-0.667
undefeatable,1.0,0.167
undefeated,0.666,0.504
undefended,-0.375,-0.333
undefiled,1.0,-0.833
undefined,-0.48,-0.164
undeleted,0.6,-0.083
undeliverable,-0.667,-0.63
undelivered,-0.63,-0.625
undemanding,0.667,-0.958
undemocratic,-0.708,0.0
undemocratically,-0.667,0.667
undemonstrated,-0.222,-1.0
undemonstrative,-0.333,-1.0
undemonstratively,0.0,-0.889
undeniable,0.104,-0.054
undeniably,0.583,0.0
undenominational,0.0,-0.667
undependable,-0.667,-0.63
undependably,-0.667,0.407
under,0.0,-0.75
underachieve,-0.667,-0.333
underachievement,-0.667,-0.667
underachiever,-1.0,-0.625
underage,-0.062,-0.078
underappreciated,-0.667,-0.333
underarm,0.0,0.0
underbelly,-0.188,-0.154
underbid,-0.444,0.238
underbody,-0.25,-0.667
underbred,-0.571,-0.333
underbrush,-0.296,-0.5
undercapitalization,-0.667,-0.667
undercapitalize,-0.667,-0.667
undercarriage,-0.185,0.0
undercharge,0.667,0.375
undercharged,-0.444,0.0
underclass,-0.708,-0.519
underclassman,0.0,-0.185
underclothes,0.0,-0.611
underclothing,0.0,-0.667
undercoat,0.0,-0.815
undercook,-0.619,-0.542
undercover,-0.224,0.254
undercurrent,-0.286,0.164
undercut,-0.667,0.625
undercutting,-0.667,0.63
underdevelop,-0.667,-0.583
underdevelopment,-0.667,-0.667
underdog,-0.5,-0.18
underdone,-0.429,-0.333
underdressed,-0.37,0.0
undereducated,-0.704,-0.667
underemployment,-0.667,-0.556
underestimate,-0.174,-0.072
underestimated,-0.333,-0.333
underestimation,-0.667,-0.556
underexpose,-0.37,-0.5
underexposed,-0.667,-0.542
underexposure,-0.417,-0.625
underfed,-0.667,-0.333
underfeed,-0.778,-0.381
underfloor,0.0,-0.905
underflow,-0.611,0.375
underfoot,-0.333,0.583
underfund,-0.667,0.0
undergarment,-0.296,-0.667
underglaze,0.0,-0.889
undergo,-0.204,0.108
undergrad,-0.266,-0.138
undergraduate,0.166,0.0
underground,-0.208,-0.09
undergrowth,-0.208,-0.63
underhand,-0.625,0.444
underhanded,-0.624,-0.17
underhandedly,-0.714,0.667
underhandedness,-1.0,0.519
underinsured,-0.667,-0.667
underlay,0.042,-0.27
underlie,-0.354,-0.244
underline,-0.04,-0.176
underling,-0.667,-0.333
underlip,0.0,-0.417
underlying,-0.04,-0.11
undermanned,-0.667,0.048
undermine,-0.368,-0.018
undermined,-0.27,-0.182
undermost,-0.333,-0.917
underneath,-0.1,-0.47
undernoted,-0.111,-0.944
undernourished,-0.667,-0.778
undernourishment,-0.917,-0.667
undernutrition,-1.0,-0.444
underpaid,-0.708,-0.174
underpants,-0.104,-0.054
underpass,-0.19,-0.095
underpay,-0.792,0.667
underpayment,-0.667,0.481
underperform,-0.667,0.667
underperformance,-0.667,-0.25
underpin,0.667,0.5
underpinning,0.625,-0.556
underplay,-0.667,-0.5
underpowered,-0.667,-0.667
underprepared,-0.667,-0.444
underprivileged,-0.666,-0.102
underproduction,-0.667,-0.667
underproductive,-0.667,-1.0
underrate,-0.619,0.417
underrated,-0.584,-0.082
underreporting,-0.625,-0.583
underrepresentation,-0.667,-0.667
underrepresented,-0.63,-0.667
underscore,-0.25,-0.45
undersea,0.09,-0.02
undersecretary,-0.082,-0.246
undersell,-0.667,0.444
undersexed,-0.667,-0.593
undershirt,0.0,-0.5
undershoot,-0.542,0.381
undershorts,0.0,-0.667
undershot,-0.238,-0.667
underside,-0.333,0.0
undersign,-0.143,-0.667
undersize,-0.381,-0.556
undersized,-0.368,-0.15
underskirt,-0.067,-0.667
underspecified,-0.333,-0.593
understaffed,-0.704,-0.112
understand,0.52,-0.252
understandability,0.792,-0.583
understandable,0.552,-0.274
understandably,0.37,-0.286
understanding,0.73,-0.392
understate,0.0,-0.389
understatement,-0.306,-0.04
understood,0.56,-0.118
understory,0.048,-0.8
understudy,-0.244,-0.196
undersupply,-0.667,-0.63
undersurface,0.0,-0.958
undertake,0.592,0.404
undertaker,-0.274,0.392
undertaking,0.334,0.06
undertone,0.0,-0.333
undertook,0.0,0.708
undertow,-0.346,0.278
undertrained,-0.667,-0.667
underuse,-0.375,-0.667
underutilized,-0.37,-0.704
undervaluation,-0.667,-0.667
undervalue,-0.667,-0.667
undervalued,-0.6,-0.611
underwater,0.0,-0.458
underway,0.0,0.667
underwear,0.22,0.046
underweight,-0.667,-0.37
underwent,0.0,0.593
underwhelmed,-0.667,-0.619
underwire,-0.292,0.0
underwood,0.02,-0.094
underworld,-0.646,0.352
underwrite,-0.168,0.04
underwriter,0.142,-0.346
undeserved,-0.562,0.104
undeservedly,-0.667,-0.593
undeserving,-0.905,-0.619
undesignated,-0.333,-0.476
undesirability,-1.0,-1.0
undesirable,-0.646,0.288
undesirably,-0.833,-0.583
undesired,-0.688,-0.118
undestroyed,0.905,-0.75
undetached,0.111,-1.0
undetectable,-0.124,0.078
undetected,-0.552,-0.392
undeterminable,-0.167,-0.625
undetermined,-0.47,-0.488
undeterred,0.611,0.667
undevelopable,-0.667,-1.0
undeveloped,-0.416,-0.34
undeviating,0.667,-0.625
undiagnosed,-0.667,-0.619
undid,-0.048,0.5
undifferentiated,-0.333,-0.667
undiffused,0.0,-0.593
undigested,-0.667,-0.667
undignified,-0.756,0.254
undiluted,0.583,0.0
undiminished,0.722,-0.407
undimmed,0.667,-0.583
undiplomatic,-0.667,0.583
undirected,-0.34,-0.166
undisbursed,-0.333,-0.917
undiscernibly,0.0,-1.0
undiscerning,-0.667,-0.625
undisciplined,-0.852,0.667
undisclosed,-0.042,-0.278
undiscounted,0.667,-0.571
undiscouraged,0.815,-0.2
undiscoverable,-0.524,-1.0
undiscovered,-0.124,-0.306
undiscriminating,-0.583,-0.667
undisguised,0.056,0.296
undismayed,0.952,-0.583
undisputable,0.944,-0.667
undisputed,0.292,0.176
undisputedly,0.833,-0.556
undisrupted,0.63,-0.889
undistinguishable,-0.333,-0.963
undistinguished,-0.667,-0.704
undistinguishing,-0.6,-0.852
undistorted,0.667,-0.75
undistracted,0.667,-1.0
undistributed,-0.133,-1.0
undisturbed,0.45,-0.426
undiversified,-0.476,-0.667
undividable,0.593,0.0
undivided,0.02,-0.24
undividedly,0.333,-0.667
undo,-0.27,-0.112
undoable,-0.667,-0.714
undock,0.0,0.667
undocumented,-0.333,-0.167
undoing,-0.562,-0.096
undomesticated,0.0,0.667
undone,-0.611,-0.593
undoubted,0.184,-0.078
undoubtedly,0.667,-0.381
undoubting,0.667,-0.963
undrafted,-0.381,-0.667
undrape,-0.286,0.5
undraped,-0.25,0.0
undrawn,0.0,-0.75
undress,-0.124,0.8
undressed,-0.25,0.51
undrilled,-0.208,-0.583
undrinkable,-0.81,-1.0
undue,-0.688,0.146
undulant,0.0,0.667
undulate,0.0,0.667
undulated,0.067,0.333
undulation,0.389,0.63
unduly,-0.625,0.63
undusted,-0.444,-0.667
undutiful,-0.762,-0.583
undying,0.416,0.0
uneager,-0.667,-0.963
unearned,-0.646,-0.32
unearth,-0.146,0.27
unearthliness,-0.333,-0.519
unearthly,-0.4,0.083
unease,-0.667,0.5
uneasily,-0.667,0.667
uneasiness,-0.643,0.596
uneasy,-0.77,0.196
uneaten,-0.333,-1.0
uneconomic,-0.667,-0.625
uneconomical,-0.704,-0.611
uneconomically,-0.667,-0.667
unedifying,-0.792,-0.667
unedited,-0.292,-0.185
uneducated,-0.646,-0.3
unelaborated,-0.333,-1.0
unelectable,-0.952,-0.63
unelected,-0.333,-0.571
unembarrassed,0.778,-1.0
unembellished,0.0,-0.667
unembroidered,0.0,-0.625
unemotional,-0.037,-0.958
unemotionally,-0.048,-0.958
unempirical,-0.333,-0.667
unemployable,-1.0,-0.625
unemployed,-0.812,-0.038
unemployment,-0.812,-0.2
unenclosed,-0.037,-0.208
unencumbered,0.208,-0.44
unending,-0.23,0.038
unendorsed,-0.619,-0.583
unendurable,-0.667,-0.519
unendurably,-1.0,0.519
unenergetic,-0.556,-1.0
unenforceable,-0.667,-0.667
unenforced,-0.481,-0.833
unengaged,-0.63,-0.952
unenhanced,-0.333,-0.714
unenlightened,-0.667,-0.63
unenlightening,-0.714,-0.833
unentertaining,-0.704,-0.667
unenthused,-0.667,-1.0
unenthusiastic,-0.667,-0.963
unenthusiastically,-0.667,-1.0
unenviable,-1.0,-0.867
unenvied,-0.667,-1.0
unequal,-0.716,-0.039
unequalled,0.124,-0.06
unequally,-0.571,0.0
unequipped,-0.667,-0.571
unequivocal,0.208,-0.17
unequivocally,0.042,0.336
unerring,1.0,-0.875
unescorted,-0.333,-0.222
unessential,-0.333,-0.704
unethical,-0.792,-0.134
unethically,-1.0,0.0
unevaluated,-0.048,-0.571
uneven,-0.75,-0.086
unevenly,-0.37,-0.583
unevenness,-0.458,-0.593
uneventful,0.02,-0.314
uneventfully,0.0,-0.963
unexacting,0.667,-0.905
unexaggerated,0.2,-0.625
unexamined,-0.333,-0.905
unexcavated,0.0,-0.958
unexcelled,1.0,0.0
unexceptionable,0.0,-0.556
unexceptionably,0.333,-0.905
unexceptional,-0.667,-0.667
unexceptionally,-0.333,-1.0
unexcitable,-0.381,-1.0
unexcited,-0.4,-0.762
unexciting,-0.667,-1.0
unexcused,-0.667,-0.5
unexecuted,-0.333,-1.0
unexercised,-0.481,-0.958
unexhausted,0.667,0.571
unexpanded,-0.333,-1.0
unexpected,0.0,0.44
unexpectedly,-0.292,0.518
unexpectedness,0.333,0.667
unexpended,0.286,-0.619
unexpired,0.375,-0.667
unexplainable,-0.48,-0.104
unexplainably,0.0,0.0
unexplained,-0.458,0.062
unexploded,-0.708,-0.667
unexploited,-0.056,-0.667
unexplored,-0.198,0.28
unexposed,-0.222,-0.952
unexpressed,-0.286,-0.667
unexpressive,-0.333,-0.926
unfading,0.667,-0.963
unfailing,0.25,0.27
unfair,-0.654,-0.056
unfairly,-0.667,0.0
unfairness,-0.66,0.634
unfaithful,-0.938,0.612
unfaithfully,-0.81,-0.519
unfaithfulness,-1.0,-0.667
unfaltering,1.0,0.0
unfamiliar,-0.562,0.116
unfamiliarity,0.0,-0.958
unfamiliarly,0.0,-0.667
unfarmed,0.0,-0.429
unfashionable,-0.667,-0.667
unfashionably,-0.667,-0.667
unfasten,-0.048,0.667
unfatherly,-0.667,-0.667
unfathomable,-0.524,-0.917
unfathomably,0.0,-0.963
unfathomed,-0.037,-1.0
unfavorable,-0.734,-0.1
unfavorably,-0.714,-0.593
unfazed,0.667,-1.0
unfeasibility,-0.722,-1.0
unfeasible,-0.667,-1.0
unfeasibly,-0.667,-0.667
unfed,-0.722,-0.381
unfeeling,-0.53,-0.246
unfeigned,0.667,-0.417
unfelt,-0.333,-1.0
unfeminine,-0.667,-0.593
unfenced,-0.185,0.111
unfermented,0.037,-0.917
unfertile,-0.667,-1.0
unfertilized,-0.292,-0.944
unfetter,0.667,0.667
unfettered,0.138,0.3
unfiled,-0.333,-0.667
unfilled,-0.375,-0.583
unfiltered,-0.333,0.292
unfinished,-0.624,-0.264
unfired,0.0,-1.0
unfishable,-0.833,-0.963
unfit,-0.5,-0.264
unfitness,-0.917,-1.0
unfitted,-0.407,-0.619
unfitting,-0.667,-0.481
unfixable,-1.0,-0.741
unflagging,0.714,0.741
unflappable,0.917,-1.0
unflattering,-0.667,-0.667
unflavored,0.0,-0.708
unflawed,0.762,-0.704
unfledged,-0.19,-0.852
unflinching,0.334,0.212
unflustered,0.667,-1.0
unfocused,-0.667,-0.619
unfold,0.224,0.02
unfollow,-0.438,-0.326
unforced,0.333,-0.667
unforeseeable,0.0,-0.458
unforeseeably,-0.074,0.0
unforeseen,-0.49,0.428
unforgettable,0.666,0.122
unforgettably,0.963,0.0
unforgivable,-0.448,0.486
unforgivably,-1.0,-0.667
unforgiven,-0.875,-0.593
unforgiving,-0.188,0.26
unforgotten,0.667,0.042
unformatted,-0.333,-0.458
unformed,-0.542,-0.714
unformulated,-0.333,-0.667
unfortified,-0.417,-0.667
unfortunate,-0.854,-0.026
unfortunately,-0.792,-0.012
unfound,-0.667,-0.714
unfounded,-0.458,0.04
unfoundedly,-0.667,-0.583
unframed,0.0,-0.667
unfreeze,-0.084,-0.406
unfrequented,-0.333,-1.0
unfriendliness,-0.905,-0.667
unfrock,-0.667,0.417
unfrosted,-0.042,-0.667
unfroze,0.667,0.667
unfrozen,0.333,0.333
unfruitful,-0.8,-0.889
unfruitfulness,-0.778,-0.714
unfulfilled,-0.649,-0.148
unfulfilling,-1.0,-0.611
unfunded,-0.667,-0.667
unfunny,-0.958,-0.667
unfurl,0.619,0.6
unfurnished,-0.368,-0.334
unfussy,0.583,-1.0
ungainliness,-0.667,-0.926
ungainly,-0.667,-0.417
ungallant,-0.667,-0.444
ungallantly,-0.667,-0.296
ungenerous,-0.667,-0.667
ungenerously,-0.833,-0.5
ungentle,-1.0,0.667
ungentlemanly,-1.0,-0.667
ungifted,-0.667,-0.625
unglamorous,-0.667,-0.704
unglazed,-0.238,0.0
ungloved,0.0,0.0
unglue,-0.619,0.667
unglued,-0.244,-0.108
ungodliness,-1.0,-0.667
ungodly,-0.408,-0.154
ungovernable,-0.667,0.952
ungovernably,-0.5,1.0
ungoverned,-0.667,0.714
ungraceful,-0.667,-0.524
ungracefully,-0.667,0.667
ungracious,-0.889,-0.667
ungraciously,-0.833,-0.583
ungraciousness,-1.0,-0.519
ungraded,0.0,-0.667
ungrammatical,-0.667,0.148
ungrammatically,-0.667,0.0
ungraspable,-0.333,-0.667
ungrateful,-0.562,-0.078
ungratefully,-1.0,-0.667
ungratefulness,-1.0,-0.667
ungratified,-0.667,-0.667
ungreased,-0.292,-0.375
ungrounded,-0.407,0.444
ungrouped,0.0,0.0
ungrudging,0.722,-0.667
unguaranteed,-0.667,-0.667
unguarded,-0.688,0.156
unguardedly,-0.333,0.476
unguided,-0.63,-0.292
unhallowed,-1.0,-0.519
unhampered,0.917,-0.333
unhand,-0.188,-0.28
unhandled,-0.476,-0.667
unhandsomely,-0.958,-0.667
unhandy,-0.667,-0.667
unhappily,-0.958,0.476
unhappiness,-0.834,0.26
unhappy,-0.776,0.0
unhardened,-0.333,-0.467
unharmed,0.48,-0.244
unharmonious,-0.741,-0.476
unharnessed,0.556,0.625
unhealed,-0.667,-0.519
unhealthful,-1.0,-0.083
unhealthily,-1.0,-0.333
unhealthiness,-1.0,-0.667
unhealthy,-0.885,0.098
unheard,-0.312,0.078
unhearing,-0.619,-0.926
unheated,-0.389,-0.944
unheeded,-0.667,-0.889
unheeding,-0.667,-0.792
unhelpful,-0.792,-0.36
unhelpfully,-0.944,-1.0
unhelpfulness,-1.0,-0.583
unheralded,-0.333,-0.667
unhesitant,0.722,0.667
unhesitating,0.625,0.963
unhidden,0.667,0.375
unhide,0.857,0.704
unhindered,0.458,-0.118
unhinge,-0.667,0.958
unhip,-0.667,-0.704
unhistorical,-0.667,-0.778
unhitch,0.5,0.476
unhittable,0.667,-0.667
unholy,-0.346,0.12
unhook,-0.25,0.184
unhopeful,-0.778,-1.0
unhopefully,-0.905,-1.0
unhurried,0.667,-0.905
unhurriedly,0.667,-0.704
unhurriedness,0.708,-0.958
unhurt,0.8,-1.0
unhygienic,-1.0,-0.083
unhyphenated,0.0,0.0
unicellular,0.0,0.333
unicode,0.0,-0.167
unicorn,0.552,0.02
unicycle,0.0,0.704
unicyclist,0.25,0.667
unidentifiable,-0.417,-1.0
unidentifiably,-0.333,-0.81
unidentified,-0.23,-0.278
unidimensional,-0.333,-0.593
unidirectional,0.0,-0.667
unification,0.376,-0.31
unified,0.458,-0.122
unifier,0.667,0.037
uniform,0.14,-0.51
uniformed,-0.062,0.038
uniformity,0.49,-0.294
uniformly,0.25,-0.334
unify,0.704,0.667
unilateral,0.0,0.0
unilateralism,-0.667,0.667
unilateralist,-0.042,0.667
unilaterally,-0.222,0.583
unilingual,0.056,-0.667
unimaginable,0.146,0.268
unimaginably,-0.095,0.0
unimaginative,-0.667,-0.778
unimaginatively,-0.667,-0.704
unimaginativeness,-1.0,-1.0
unimagined,-0.333,-1.0
unimpaired,0.875,-0.75
unimpassioned,-0.333,-1.0
unimpeachable,0.368,0.1
unimpeachably,0.963,-0.875
unimpeached,-0.084,-0.33
unimpeded,0.667,0.444
unimportance,-0.667,-0.857
unimportant,-0.438,-0.52
unimportantly,-0.63,-0.667
unimposing,-0.333,-0.857
unimpressed,-0.604,-0.396
unimpressionable,-0.667,-0.792
unimpressive,-0.708,-0.625
unimpressively,-0.556,-0.778
unimproved,-0.674,-0.246
unincorporated,-0.095,-0.5
unindicted,-0.238,-0.556
unindustrialized,-0.375,-1.0
uninfected,0.376,-0.392
uninflected,0.0,-0.667
uninfluenced,0.0,-0.958
uninformed,-0.688,-0.26
uninfringeable,0.714,-0.778
uninhabitable,-1.0,-0.926
uninhabited,-0.398,-0.54
uninhibited,0.667,0.963
uninitiated,-0.458,-0.424
uninjured,1.0,-1.0
uninspected,-0.5,-0.63
uninspired,-0.674,-0.445
uninspiring,-0.667,-1.0
uninstall,-0.667,0.5
uninstructed,-0.333,-0.619
uninsurable,-0.667,-0.5
uninsured,-0.667,-0.333
unintelligence,-1.0,-1.0
unintelligent,-1.0,-0.667
unintelligently,-0.667,-0.619
unintelligibility,-0.857,-0.762
unintelligible,-0.584,-0.056
unintelligibly,-0.667,-0.542
unintended,-0.124,-0.23
unintentional,-0.334,0.076
unintentionally,-0.08,-0.02
uninterested,-0.27,-0.52
uninterestedly,-0.667,-0.963
uninteresting,-0.694,-0.53
uninterrupted,0.0,-0.132
uninterruptedly,0.625,0.067
uninterruptible,0.667,0.167
unintuitive,-0.667,-0.667
uninventive,-0.667,-0.917
uninvestigated,-0.417,-0.571
uninvited,-0.82,-0.23
uninviting,-0.667,-0.667
uninvolved,-0.042,-0.952
union,0.708,-0.548
unionism,0.667,0.667
unionist,0.0,0.63
unionization,0.458,0.667
unionize,-0.375,0.667
unipolar,0.0,-0.593
unique,0.646,-0.306
uniquely,0.667,-0.37
uniqueness,0.833,0.0
unisex,-0.016,-0.166
unisexual,0.0,-0.4
unison,0.02,-0.122
unissued,-0.048,-1.0
unit,0.124,-0.53
unitarian,0.583,-0.286
unitarily,0.074,-0.5
unitary,0.062,-0.522
unite,0.562,-0.25
united,0.562,-0.138
unity,0.674,-0.424
univalve,0.0,-0.5
universal,0.604,-0.166
universalism,1.0,-0.593
universalist,0.571,-0.5
universality,0.592,-0.18
universalize,0.667,0.667
universally,0.148,0.0
universe,0.388,-0.092
universities,0.667,0.481
university,0.47,0.148
unjacketed,0.0,0.0
unjust,-0.77,0.25
unjustifiable,-0.77,0.192
unjustifiably,-0.704,0.0
unjustified,-0.424,0.082
unjustly,-0.667,0.0
unjustness,-1.0,0.0
unkempt,-0.667,-0.619
unkemptness,-0.667,-0.667
unkind,-0.73,-0.182
unkindly,-1.0,-0.4
unkindness,-1.0,-0.667
unknot,0.519,0.667
unknotted,0.625,-0.667
unknowable,-0.306,0.08
unknowably,0.0,-0.889
unknowing,-0.333,-0.714
unknowingness,-0.333,-0.667
unknowledgeable,-0.667,-0.542
unknown,-0.286,-0.1
unlabeled,0.0,0.0
unlabored,0.533,-0.952
unlace,0.0,0.444
unlaced,-0.333,-0.333
unladylike,-0.667,0.556
unlamented,-1.0,-1.0
unlash,-0.417,1.0
unlatch,0.0,0.593
unlaundered,-0.667,-0.667
unlawful,-0.812,0.518
unlawfully,-0.778,0.333
unlawfulness,-0.963,0.667
unleaded,0.292,0.0
unlearn,-0.333,0.444
unleash,-0.042,0.55
unleavened,0.0,0.0
unless,-0.296,0.0
unlettered,-0.667,-0.833
unlevel,-0.667,0.0
unlicensed,-0.388,0.148
unlighted,-0.381,-0.889
unlikable,-0.958,-0.296
unlike,-0.122,-0.122
unlikeable,-1.0,-0.667
unlikelihood,-0.667,-0.917
unlikely,-0.458,-0.414
unlikeness,-0.333,-0.625
unlimited,0.5,0.246
unlimitedly,0.833,0.0
unlined,0.0,-0.667
unlink,-0.333,-0.611
unlisted,-0.27,-0.47
unlit,-0.333,-0.958
unlivable,-1.0,-0.722
unlived,-0.667,-0.963
unload,0.312,0.278
unloaded,-0.062,-0.24
unloader,-0.083,0.625
unlock,0.164,-0.116
unlogged,0.0,-0.917
unlovable,-1.0,-0.917
unloved,-1.0,-0.905
unlovely,-0.857,-0.926
unloving,-1.0,-0.667
unluckily,-0.667,-0.583
unluckiness,-1.0,-0.889
unlucky,-0.854,-0.21
unmade,-0.381,-0.667
unmagnified,0.0,-1.0
unmaintained,-0.667,-0.833
unmake,-0.667,0.148
unmanageable,-0.646,0.332
unmanageably,-0.667,0.741
unmanaged,-0.6,-0.542
unmanliness,-0.889,-0.778
unmanly,-0.733,-0.889
unmanned,-0.53,-0.118
unmannered,-0.37,-0.333
unmannerly,-0.667,0.667
unmanufactured,0.333,-0.667
unmapped,-0.037,-1.0
unmarked,-0.168,-0.412
unmarketable,-0.667,-0.63
unmarred,0.952,-1.0
unmarried,-0.124,-0.04
unmask,-0.354,0.38
unmatchable,1.0,-0.667
unmatched,0.552,0.072
unmated,-0.292,-0.5
unmeasured,-0.238,-0.556
unmelodic,-0.667,-0.667
unmelodious,-0.667,-0.583
unmemorable,-0.667,-0.905
unmentionable,-0.667,-0.083
unmentionably,-0.611,-0.519
unmentioned,-0.111,-0.667
unmerciful,-1.0,-0.667
unmercifully,-0.958,0.952
unmerge,-0.333,0.556
unmerged,0.0,-0.333
unmerited,-0.667,-0.667
unmet,-0.667,-0.667
unmetered,-0.056,-0.667
unmethodical,-0.667,-0.458
unmethodically,-0.611,-0.5
unmindful,-0.667,-0.852
unmindfully,-0.417,-0.741
unmingled,0.0,-0.963
unmissed,0.0,-0.556
unmistakable,0.204,0.142
unmistakably,0.833,0.0
unmistaken,0.722,-0.381
unmitigated,0.298,-0.146
unmixable,-0.375,-0.8
unmixed,0.042,-0.667
unmodified,0.0,-0.222
unmold,-0.333,0.667
unmolested,0.381,-0.963
unmonitored,-0.625,-0.81
unmotivated,-0.667,-1.0
unmovable,-0.292,-1.0
unmoved,-0.632,-0.29
unmoving,-0.292,-1.0
unmusical,-0.667,-0.667
unmusically,-0.619,-0.593
unnamable,-0.556,-0.63
unnamed,-0.368,-0.622
unnatural,-0.694,0.174
unnaturally,-0.524,0.542
unnaturalness,-0.667,-0.667
unnecessarily,-0.667,0.375
unnecessary,-0.562,-0.284
unneeded,-0.646,-0.25
unnerve,-0.667,0.952
unnerved,-0.667,0.667
unnoted,-0.333,-0.917
unnoticeable,-0.333,-0.952
unnoticeably,0.0,-0.963
unnoticed,-0.396,-0.12
unnoticing,-0.667,-1.0
unnourished,-0.875,-0.708
unnumbered,-0.188,-0.49
unobjectionable,0.333,-0.667
unobjectionably,0.667,-0.81
unobligated,0.0,-0.667
unobservable,-0.056,-0.926
unobservant,-0.667,-0.667
unobserved,-0.204,-0.49
unobserving,-0.667,-0.667
unobstructed,0.166,-0.12
unobtainable,-0.458,-0.875
unobtrusive,-0.106,-0.346
unobtrusively,0.583,-0.905
unobtrusiveness,0.667,-0.792
unobvious,-0.333,-0.519
unoccupied,-0.484,-0.51
unoffending,0.5,-1.0
unoffered,-0.333,-0.625
unofficial,-0.48,-0.396
unofficially,0.0,-0.583
unopened,0.084,-0.32
unopposed,0.23,-0.25
unordered,-0.552,-0.036
unordinary,0.056,0.0
unorganised,-0.5,0.0
unorganized,-0.48,0.314
unoriginal,-0.5,-0.667
unoriginality,-0.714,-0.958
unoriginally,-0.667,-0.519
unornamented,0.0,-0.958
unorthodox,-0.32,-0.04
unorthodoxly,0.0,0.625
unorthodoxy,-0.333,0.0
unostentatious,0.333,-0.75
unostentatiously,0.6,-0.917
unpack,0.062,0.056
unpadded,-0.238,0.0
unpaged,-0.167,-0.593
unpaid,-0.4,-0.174
unpainted,-0.333,-0.75
unpaired,-0.037,-0.593
unpalatable,-0.667,-0.667
unpalatably,-0.952,-0.593
unparallel,-0.619,-0.481
unparalleled,0.416,-0.388
unpardonable,-1.0,-0.667
unpardonably,-1.0,-0.524
unpardoned,-1.0,-0.667
unparsed,-0.333,-0.926
unparticular,-0.333,-0.667
unpartisan,0.476,-0.63
unpasteurized,-0.333,-0.19
unpatented,-0.333,-0.417
unpatriotic,-0.917,0.0
unpatriotically,-0.741,-0.556
unpatrolled,-0.667,-0.556
unpaved,-0.333,-0.63
unpayable,-0.75,-1.0
unpeel,0.0,0.37
unpeg,-0.476,-0.556
unperceived,-0.333,-1.0
unperceptive,-0.667,-0.667
unperfected,-0.5,-0.333
unperformed,-0.583,-0.958
unpermitted,-0.667,-0.542
unpersuasive,-0.667,-0.667
unpersuasively,-0.667,-0.667
unperturbed,0.619,-1.0
unperturbedly,0.417,-1.0
unphysical,-0.593,-0.667
unpick,-0.571,0.611
unpiloted,-0.417,-0.4
unpin,0.0,-0.5
unpinned,0.0,-0.667
unpitying,-0.905,-0.667
unplaced,-0.286,-0.722
unplanned,-0.208,0.741
unplanted,-0.333,-1.0
unplayable,-0.667,-0.815
unpleasant,-0.756,0.224
unpleasantly,-0.722,-0.333
unpleasantness,-0.916,0.448
unpleased,-0.667,-0.619
unpleasing,-0.952,-0.037
unpledged,0.0,-0.476
unplowed,-0.333,-1.0
unplug,-0.522,-0.118
unplugged,-0.266,-0.25
unplugging,0.333,-1.0
unplumbed,0.0,-0.704
unpolished,-0.63,-0.458
unpolluted,0.963,-1.0
unpopular,-0.854,-0.118
unpopularity,-0.667,-0.63
unpopulated,-0.333,-1.0
unpractical,-0.667,-0.867
unpracticed,-0.417,-0.704
unprecedented,0.0,-0.018
unprecedentedly,0.667,0.0
unpredictability,-0.542,0.667
unpredictable,-0.142,0.538
unpredictably,-0.333,0.667
unpredicted,-0.037,0.238
unprejudiced,0.963,-1.0
unpremeditated,-0.074,0.042
unpremeditatedly,0.0,0.667
unprepared,-0.592,-0.1
unpreparedness,-0.708,-0.5
unpreserved,-0.619,-0.333
unpresuming,0.333,-0.926
unpresumptuous,0.778,-0.963
unpretending,0.722,-1.0
unpretentious,0.02,-0.408
unpretentiously,0.667,-0.542
unpretentiousness,0.458,-0.952
unpreventable,-0.667,-0.944
unprimed,-0.375,-0.708
unprincipled,-1.0,0.148
unprintable,-0.667,-0.417
unprinted,-0.067,-0.958
unprivileged,-0.667,-0.583
unproblematic,0.792,-0.857
unprocessed,-0.143,-0.667
unprocurable,-0.667,-0.958
unproduced,-0.333,-0.958
unproductive,-0.8,-0.352
unproductively,-0.667,-0.75
unproductiveness,-0.667,-0.952
unprofessed,-0.333,-0.63
unprofessional,-0.916,-0.26
unprofessionalism,-1.0,-0.593
unprofessionally,-0.958,-0.667
unprofitable,-0.674,-0.248
unprofitably,-0.778,-0.667
unprogressive,-0.667,-0.963
unprolific,-0.667,-1.0
unpromising,-0.667,-0.63
unprompted,0.0,-0.095
unpronounceable,-0.467,-0.611
unpronounced,-0.333,-0.444
unprosecuted,-0.333,-0.667
unprotected,-0.7,0.164
unproved,-0.444,-0.667
unproven,-0.408,-0.146
unprovoked,0.13,-0.346
unpublished,-0.188,-0.04
unpunctual,-0.667,0.5
unpunctually,-0.667,-0.619
unpunctuated,-0.286,-0.667
